Timestamp;matlab_p;matlab_x;matlab_y;matlab_z
22374;6.408401E+000;6.534010E+005;2.798410E+005;3.625216E+006
22401;6.581794E+000;7.647780E+005;1.544490E+005;3.833764E+006
22429;8.050141E+000;1.268745E+006;3.782250E+005;4.255969E+006
22456;8.726729E+000;-1.093984E+006;2.959360E+005;4.044121E+006
22483;6.311868E+000;3.355020E+005;2.131600E+004;3.833764E+006
22510;5.193561E+000;4.924620E+005;1.608010E+005;3.833764E+006
22538;6.934169E+000;8.874880E+005;2.007040E+005;3.916441E+006
22566;7.342285E+000;9.489300E+005;1.211040E+005;4.032064E+006
22594;6.318922E+000;-3.166400E+004;2.528100E+004;3.948169E+006
22621;6.432598E+000;9.441600E+004;2.304000E+003;3.940225E+006
22648;6.426073E+000;1.546400E+005;6.400000E+003;3.736489E+006
22675;6.298680E+000;4.456720E+005;1.521000E+003;3.736489E+006
22703;6.395201E+000;1.651260E+005;2.560000E+002;3.640464E+006
22731;6.425892E+000;5.710820E+005;9.120400E+004;3.538161E+006
22758;6.289701E+000;1.971600E+005;5.760000E+002;3.496900E+006
22785;6.380084E+000;1.138984E+006;3.794560E+005;3.504384E+006
22812;7.173658E+000;8.295000E+005;1.764000E+005;3.916441E+006
22839;9.313160E+000;2.195600E+004;1.210000E+002;3.924361E+006
22865;6.254271E+000;-5.199300E+005;1.742400E+004;3.857296E+006
22892;5.938307E+000;-6.105600E+004;1.444000E+003;3.591025E+006
22920;6.209509E+000;7.368780E+005;1.459240E+005;3.632836E+006
22948;8.396729E+000;1.064124E+006;5.244100E+004;3.984016E+006
22975;8.112923E+000;2.091600E+005;5.712100E+004;3.968064E+006
23003;6.451706E+000;3.166870E+005;4.900000E+001;3.841600E+006
23030;6.611766E+000;5.166200E+004;6.760000E+002;3.968064E+006
23058;6.719216E+000;5.153540E+005;6.864400E+004;3.869089E+006
23085;6.920027E+000;8.540640E+005;2.016400E+004;3.849444E+006
23114;6.887543E+000;3.751240E+005;3.648100E+004;3.857296E+006
23140;6.867642E+000;7.250880E+005;1.324960E+005;3.841600E+006
23167;7.006852E+000;9.990000E+003;4.840000E+004;3.940225E+006
23195;6.762691E+000;4.900000E+005;3.027600E+004;3.810304E+006
23222;6.786558E+000;-1.374800E+004;4.900000E+001;3.818116E+006
23248;6.630157E+000;4.845920E+005;5.184000E+003;3.794704E+006
23274;6.478339E+000;-1.253850E+005;4.225000E+003;3.705625E+006
23301;6.559235E+000;-2.341920E+005;1.512900E+004;3.648100E+006
23329;6.464373E+000;3.259400E+005;1.166400E+004;3.523129E+006
23356;6.473301E+000;4.648820E+005;5.856400E+004;3.575881E+006
23383;6.613676E+000;1.023305E+006;2.652250E+005;4.052169E+006
23411;8.691235E+000;1.592012E+006;5.791210E+005;4.351396E+006
23438;9.097598E+000;1.546140E+006;4.984360E+005;4.796100E+006
23465;9.211872E+000;1.680550E+006;5.256250E+005;5.345344E+006
23492;9.282146E+000;-2.638720E+006;1.478656E+006;4.562496E+006
23519;1.638918E+000;-7.357440E+005;1.474560E+005;3.697929E+006
23547;5.837842E+000;5.009440E+005;6.864400E+004;3.648100E+006
23574;6.570385E+000;4.831040E+005;6.150400E+004;3.794704E+006
23602;7.538029E+000;9.262800E+005;2.162250E+005;3.940225E+006
23630;7.543287E+000;8.075420E+005;1.135690E+005;4.137156E+006
23657;7.469252E+000;-5.616270E+005;6.084000E+003;4.060225E+006
23685;5.843172E+000;-6.781860E+005;7.290000E+002;3.900625E+006
23712;6.277158E+000;4.440120E+005;5.152900E+004;3.825936E+006
23740;6.953578E+000;2.087140E+005;1.123600E+004;3.900625E+006
23768;6.982247E+000;4.425750E+005;4.536900E+004;3.857296E+006
23795;7.024451E+000;2.538240E+005;1.638400E+004;3.900625E+006
23823;6.708828E+000;3.094140E+005;2.528100E+004;3.786916E+006
23850;6.885107E+000;9.567700E+005;2.323240E+005;3.892729E+006
23877;7.016649E+000;2.666250E+005;3.132900E+004;3.960100E+006
23905;6.692592E+000;5.468400E+005;3.385600E+004;3.876961E+006
23933;6.765734E+000;5.958460E+005;1.000000E+000;3.900625E+006
23960;6.847411E+000;5.496060E+005;7.728400E+004;3.932289E+006
23988;6.771712E+000;-2.224970E+005;9.216000E+003;3.884841E+006
24015;6.768315E+000;5.673990E+005;1.822500E+004;3.884841E+006
24043;6.770313E+000;3.139500E+005;4.622500E+004;3.857296E+006
24069;6.680123E+000;1.481250E+005;5.625000E+003;3.900625E+006
24096;6.995484E+000;7.844760E+005;5.712100E+004;3.924361E+006
24123;7.006419E+000;1.017960E+005;2.601000E+003;3.900625E+006
24150;6.913357E+000;2.985000E+005;2.250000E+004;4.008004E+006
24178;7.006362E+000;1.101100E+005;3.025000E+003;4.016016E+006
24205;7.066682E+000;2.898720E+005;4.161600E+004;4.052169E+006
24233;7.081281E+000;2.004750E+005;4.494400E+004;4.116841E+006
24261;6.746705E+000;1.951290E+005;2.116000E+003;3.908529E+006
24289;5.936364E+000;2.266650E+005;6.250000E+004;3.916441E+006
24316;6.644601E+000;5.676480E+005;1.060900E+004;3.900625E+006
24344;7.097754E+000;6.780380E+005;1.204090E+005;3.916441E+006
24372;6.949040E+000;3.928000E+005;4.000000E+004;3.857296E+006
24400;6.843353E+000;3.864960E+005;5.856400E+004;3.833764E+006
24428;6.663589E+000;3.610080E+005;1.840410E+005;3.869089E+006
24456;7.018834E+000;2.674350E+005;6.916900E+004;3.825936E+006
24483;6.964404E+000;2.928920E+005;5.198400E+004;3.876961E+006
24510;6.791995E+000;5.248180E+005;7.075600E+004;3.892729E+006
24538;6.783679E+000;-2.553200E+005;1.690000E+004;3.857296E+006
24565;7.014619E+000;3.182970E+005;1.049760E+005;3.948169E+006
24592;6.922513E+000;8.923500E+004;2.025000E+003;3.908529E+006
24618;6.776654E+000;2.940000E+005;2.250000E+004;3.916441E+006
24646;6.807240E+000;5.571280E+005;8.179600E+004;3.908529E+006
24674;7.001256E+000;-2.198910E+005;1.232100E+004;3.992004E+006
24701;6.786200E+000;4.731160E+005;5.953600E+004;3.728761E+006
24728;6.586565E+000;5.877580E+005;5.522500E+004;3.940225E+006
24755;7.378233E+000;-3.328080E+005;2.822400E+004;3.908529E+006
24783;6.938024E+000;1.484250E+005;3.249000E+003;3.916441E+006
24809;6.616868E+000;2.618770E+005;1.768900E+004;3.892729E+006
24836;6.798814E+000;8.237440E+005;1.780840E+005;3.849444E+006
24863;6.868976E+000;3.377250E+005;3.312400E+004;3.884841E+006
24891;7.029001E+000;7.016760E+005;2.755600E+004;3.869089E+006
24918;6.778547E+000;1.049930E+005;6.864400E+004;3.892729E+006
24944;6.909833E+000;1.355160E+005;4.761000E+003;3.924361E+006
24972;6.702860E+000;1.370600E+004;4.900000E+001;3.833764E+006
24999;6.981741E+000;1.458540E+005;5.476000E+003;3.916441E+006
25026;6.904695E+000;3.939600E+005;4.040100E+004;3.876961E+006
25054;6.686834E+000;1.725210E+005;2.044900E+004;3.884841E+006
